监测时间,水温(℃),pH(无量纲),溶解氧(mg/L),电导率    (μS/cm),浊度(NTU)
2019-10-22 11:00,11.8,8.60,10.36,475.4,23.6
2019-10-22 12:00,11.9,8.60,10.31,474.6,49.3
2019-10-22 13:00,12.0,8.60,10.35,475.0,29.6
2019-10-22 14:00,12.1,8.60,10.23,475.0,25.6
2019-10-22 15:00,12.1,8.60,10.27,475.8,27.8
2019-10-22 16:00,12.2,8.60,10.20,475.9,42.8
2019-10-22 17:00,12.1,8.60,10.22,477.4,28.0
2019-10-22 18:00,12.1,8.59,10.29,478.7,34.8
2019-10-22 19:00,12.0,8.59,10.31,479.4,29.4
2019-10-22 20:00,12.0,8.58,10.25,480.7,50.1
2019-10-22 21:00,12.0,8.58,10.25,482.6,29.1
2019-10-22 22:00,11.9,8.58,10.25,483.0,41.1
2019-10-22 23:00,11.9,8.58,10.26,483.1,27.4
2019-10-23 00:00,11.9,8.57,10.17,482.8,35.9
2019-10-23 01:00,11.8,8.57,10.21,482.8,28.8
2019-10-23 02:00,11.8,8.56,10.20,483.1,37.4
2019-10-23 03:00,11.8,8.59,10.19,482.7,28.0
2019-10-23 04:00,11.8,8.55,10.16,482.8,34.4
2019-10-23 05:00,11.7,8.55,10.26,482.8,24.9
2019-10-23 06:00,11.7,8.56,10.25,482.2,24.8
2019-10-23 07:00,11.7,8.57,10.28,480.9,24.5
2019-10-23 08:00,11.7,8.57,10.26,480.1,31.7
2019-10-23 09:00,11.7,8.58,10.33,478.7,22.6
2019-10-23 10:00,11.8,8.60,10.31,477.3,24.1
2019-10-23 11:00,11.8,8.59,10.32,476.6,22.0
2019-10-23 12:00,11.9,8.58,10.22,476.6,31.0
2019-10-23 13:00,12.0,8.57,10.29,476.8,28.1
2019-10-23 14:00,12.0,8.57,10.22,476.0,32.6
2019-10-23 15:00,12.0,8.57,10.18,476.8,34.1
2019-10-23 16:00,12.0,8.56,10.11,477.3,55.4
2019-10-23 17:00,12.0,8.57,10.00,476.6,35.8
2019-10-23 18:00,11.9,8.56,10.18,476.8,40.2
2019-10-23 19:00,11.9,8.56,10.27,477.5,36.8
2019-10-23 20:00,11.9,8.55,10.21,478.9,42.4
2019-10-23 21:00,11.8,8.54,10.30,478.7,44.8
2019-10-23 22:00,11.7,8.54,10.26,477.6,56.1
2019-10-23 23:00,11.7,8.54,10.26,477.4,60.5
2019-10-24 00:00,11.6,8.52,10.27,477.4,71.2
2019-10-24 01:00,11.6,8.52,10.28,477.1,57.3
2019-10-24 02:00,11.5,8.52,10.31,477.0,65.1
2019-10-24 03:00,11.5,8.53,10.28,476.6,60.3
2019-10-24 04:00,11.5,8.54,10.28,476.7,64.6
2019-10-24 05:00,11.5,8.54,10.38,475.9,58.5
2019-10-24 06:00,11.4,8.55,10.37,476.0,52.2
2019-10-24 07:00,11.4,8.56,10.44,476.2,44.3
2019-10-24 08:00,11.3,8.56,10.42,475.4,50.3
2019-10-24 09:00,11.3,8.56,10.43,475.5,43.9
2019-10-24 10:00,11.3,8.56,10.40,475.9,42.9
2019-10-24 11:00,11.3,8.57,10.52,474.8,38.5
2019-10-24 12:00,11.3,8.57,10.53,474.8,41.4
2019-10-24 13:00,11.3,8.57,10.60,475.0,35.1
2019-10-24 14:00,11.4,8.58,10.58,475.5,38.4
2019-10-24 15:00,11.4,8.59,10.54,475.4,30.6
2019-10-24 16:00,11.4,8.58,10.48,476.9,33.1
2019-10-24 17:00,11.4,8.59,10.55,476.1,28.5
2019-10-24 18:00,11.4,8.58,10.58,476.5,33.4
2019-10-24 19:00,11.3,8.58,10.48,477.1,27.3
2019-10-24 20:00,11.3,8.58,10.43,479.4,50.8
2019-10-24 21:00,11.2,8.57,10.50,480.5,28.6
2019-10-24 22:00,11.2,8.58,10.80,478.5,37.1
2019-10-24 23:00,11.2,8.58,10.64,479.1,29.4
2019-10-25 00:00,11.2,8.58,10.52,479.6,39.2
2019-10-25 01:00,11.1,8.58,10.54,480.2,28.9
2019-10-25 02:00,11.1,8.58,10.54,480.5,39.8
2019-10-25 03:00,11.1,8.58,10.44,480.8,25.2
2019-10-25 04:00,11.1,8.58,10.41,480.0,26.4
2019-10-25 05:00,11.1,8.58,10.45,479.7,21.7
2019-10-25 06:00,11.1,8.58,10.46,479.9,24.4
2019-10-25 07:00,11.1,8.59,10.41,480.1,20.8
2019-10-25 08:00,11.1,8.59,10.39,480.0,23.6
2019-10-25 09:00,11.1,8.59,10.47,479.9,31.9
2019-10-25 10:00,11.1,8.59,10.48,480.5,32.5
2019-10-25 11:00,11.2,8.59,10.49,480.3,23.3
2019-10-25 12:00,11.3,8.59,10.45,479.9,26.3
2019-10-25 13:00,11.3,8.60,10.45,479.9,23.8
2019-10-25 14:00,11.4,8.59,10.45,480.1,25.0
2019-10-25 15:00,11.4,8.60,10.43,480.0,29.9
2019-10-25 16:00,11.4,8.60,10.42,479.9,28.4
2019-10-25 17:00,11.4,8.60,10.43,479.8,39.7
2019-10-25 18:00,11.4,8.60,10.43,480.1,21.2
2019-10-25 19:00,11.4,8.61,10.50,480.8,23.9
2019-10-25 20:00,11.4,8.60,10.51,481.0,27.2
2019-10-25 21:00,11.3,8.60,10.55,481.5,22.7
2019-10-25 22:00,11.3,8.60,10.56,481.6,22.7
2019-10-25 23:00,11.2,8.60,10.55,481.6,22.1
2019-10-26 00:00,11.2,8.59,10.50,482.0,37.7
2019-10-26 01:00,11.1,8.59,10.54,482.9,35.2
2019-10-26 02:00,11.1,8.59,10.57,483.7,22.1
2019-10-26 03:00,11.1,8.59,10.58,484.8,23.5
2019-10-26 04:00,11.1,8.59,10.54,485.7,28.3
2019-10-26 05:00,11.0,8.59,10.61,486.9,25.1
2019-10-26 06:00,11.0,8.58,10.60,487.7,35.0
2019-10-26 07:00,11.0,8.59,10.61,488.3,33.2
2019-10-26 08:00,11.0,8.58,10.42,489.7,28.6
2019-10-26 09:00,11.0,8.59,10.46,494.8,35.3
2019-10-26 10:00,11.0,8.58,10.44,499.7,35.4
2019-10-26 11:00,11.1,8.57,10.42,501.5,39.8
2019-10-26 12:00,11.1,8.57,10.32,499.9,52.5
2019-10-26 13:00,11.1,8.56,10.38,497.2,62.1
2019-10-26 14:00,11.2,8.56,10.32,494.3,51.6
2019-10-26 15:00,11.2,8.56,10.32,491.1,58.7
2019-10-26 16:00,11.3,8.56,10.25,488.6,61.7
2019-10-26 17:00,11.2,8.57,10.34,485.6,52.0
2019-10-26 18:00,11.2,8.57,10.31,483.6,58.9
2019-10-26 19:00,11.2,8.57,10.36,482.1,58.0
2019-10-26 20:00,11.2,8.57,10.34,480.9,57.4
2019-10-26 21:00,11.1,8.57,10.40,479.9,51.2
2019-10-26 22:00,11.1,8.57,10.41,478.7,52.9
2019-10-26 23:00,11.1,8.58,10.42,477.6,53.2
2019-10-27 00:00,11.1,8.58,10.40,476.9,51.9
2019-10-27 01:00,11.0,8.58,10.54,477.0,61.8
2019-10-27 02:00,11.0,8.58,10.57,477.1,57.2
2019-10-27 03:00,11.0,8.59,10.54,477.2,43.0
2019-10-27 04:00,11.0,8.59,10.51,477.6,47.9
2019-10-27 05:00,11.0,8.59,10.52,477.5,36.8
2019-10-27 06:00,10.9,8.58,10.46,477.5,55.5
2019-10-27 07:00,10.9,8.59,10.45,477.1,34.5
2019-10-27 08:00,10.9,8.59,10.43,477.2,61.9
2019-10-27 09:00,10.9,8.58,10.48,477.6,36.8
2019-10-27 10:00,11.0,8.59,10.46,476.6,46.7
2019-10-27 11:00,11.0,8.59,10.44,476.1,41.4
2019-10-27 12:00,11.1,8.59,10.43,476.7,51.2
2019-10-27 13:00,11.1,8.59,10.47,476.5,60.4
2019-10-27 14:00,11.2,8.59,10.44,476.7,50.6
2019-10-27 15:00,11.2,8.60,10.45,476.7,40.8
2019-10-27 16:00,11.3,8.60,10.49,476.3,37.7
2019-10-27 17:00,11.3,8.60,10.51,476.8,48.0
2019-10-27 18:00,11.3,8.61,10.50,477.4,32.5
2019-10-27 19:00,11.3,8.60,10.50,477.4,28.8
2019-10-27 20:00,11.3,8.61,10.50,477.6,34.2
2019-10-27 21:00,11.2,8.60,10.54,478.0,36.3
2019-10-27 22:00,11.1,8.59,10.56,478.7,38.2
2019-10-27 23:00,11.0,8.59,10.48,478.5,37.4
2019-10-28 00:00,11.0,8.58,10.47,478.7,47.0
2019-10-28 01:00,10.9,8.58,10.45,479.5,45.9
2019-10-28 02:00,10.9,8.57,10.44,481.6,50.3
2019-10-28 03:00,10.9,8.57,10.40,483.3,47.6
2019-10-28 04:00,10.9,8.56,10.48,483.9,60.1
2019-10-28 05:00,10.8,8.56,10.54,483.2,51.0
2019-10-28 06:00,10.8,8.56,10.55,481.6,49.2
2019-10-28 07:00,10.8,8.57,10.56,480.7,43.3
2019-10-28 08:00,10.8,8.58,10.57,479.5,42.8
2019-10-28 09:00,10.8,8.58,10.61,478.8,40.0
2019-10-28 10:00,10.9,8.59,10.62,478.3,39.1
2019-10-28 11:00,11.0,8.60,10.60,478.0,35.9
2019-10-28 12:00,11.1,8.59,10.48,478.2,30.5
2019-10-28 13:00,11.2,8.60,10.47,478.5,26.9
2019-10-28 14:00,11.2,8.60,10.40,478.0,37.0
2019-10-28 15:00,11.3,8.60,10.43,478.1,26.9
2019-10-28 16:00,11.3,8.60,10.40,477.7,27.7
2019-10-28 17:00,11.3,8.60,10.40,477.7,30.2
2019-10-28 18:00,11.3,8.58,10.41,478.2,33.7
2019-10-28 19:00,11.2,8.61,10.40,478.8,24.6
2019-10-28 20:00,11.2,8.60,10.41,479.2,38.2
2019-10-28 21:00,11.1,8.60,10.57,480.8,34.7
2019-10-28 22:00,11.0,8.59,10.57,482.5,44.1
2019-10-28 23:00,11.0,8.59,10.58,484.3,58.3
2019-10-29 00:00,10.9,8.59,10.56,485.5,55.1
2019-10-29 01:00,10.9,8.58,10.59,485.4,44.1
2019-10-29 02:00,10.9,8.58,10.62,484.8,48.7
2019-10-29 03:00,10.8,8.59,10.62,483.7,44.7
2019-10-29 04:00,10.9,8.60,10.60,481.4,58.6
2019-10-29 05:00,10.8,8.60,10.66,480.3,39.0
2019-10-29 06:00,10.8,8.60,10.64,479.6,38.9
2019-10-29 07:00,10.8,8.60,10.68,479.3,29.7
2019-10-29 08:00,10.8,8.61,10.64,478.9,37.3
2019-10-29 09:00,10.8,8.60,10.71,478.6,26.7
2019-10-29 10:00,10.8,8.61,10.69,478.3,33.8
2019-10-29 11:00,10.9,8.60,10.65,477.3,37.8
2019-10-29 12:00,11.0,8.60,10.52,477.4,40.3
2019-10-29 13:00,11.1,8.60,10.56,477.4,33.6
2019-10-29 14:00,11.1,8.61,10.54,477.9,35.2
2019-10-29 15:00,11.2,8.60,10.50,478.2,32.5
2019-10-29 16:00,11.2,8.61,10.43,478.6,38.3
2019-10-29 17:00,11.2,8.61,10.52,478.7,32.1
2019-10-29 18:00,11.2,8.61,10.56,479.8,34.0
2019-10-29 19:00,11.1,8.60,10.60,479.9,30.9
2019-10-29 20:00,11.1,8.60,10.53,480.8,47.7
2019-10-29 21:00,11.0,8.60,10.58,481.4,37.3
2019-10-29 22:00,11.0,8.59,10.63,481.5,46.2
2019-10-29 23:00,10.9,8.59,10.61,481.6,46.6
2019-10-30 00:00,10.9,8.59,10.58,482.0,44.7
2019-10-30 01:00,10.9,8.59,10.63,482.0,41.7
2019-10-30 02:00,10.8,8.58,10.63,482.7,44.6
2019-10-30 03:00,10.8,8.59,10.68,482.9,46.6
2019-10-30 04:00,10.8,8.58,10.61,483.3,43.2
2019-10-30 05:00,10.8,8.58,10.65,482.5,87.7
2019-10-30 06:00,10.7,8.57,10.65,482.2,70.2
2019-10-30 07:00,10.7,8.57,10.64,482.0,50.3
2019-10-30 08:00,10.7,8.56,10.57,482.0,64.1
2019-10-30 09:00,10.6,8.56,10.61,481.8,57.1
2019-10-30 10:00,10.7,8.55,10.58,479.8,106.7
2019-10-30 11:00,10.7,8.54,10.58,478.8,103.3
2019-10-30 12:00,10.8,8.55,10.34,478.0,79.6
2019-10-30 13:00,10.8,8.56,10.59,477.8,73.1
2019-10-30 14:00,10.9,8.57,10.57,477.8,59.9
2019-10-30 15:00,11.0,8.59,10.49,477.1,46.2
2019-10-30 16:00,11.1,8.60,10.25,477.8,55.7
2019-10-30 17:00,11.0,8.61,10.66,476.7,33.0
2019-10-30 18:00,11.0,8.61,10.71,476.6,30.4
2019-10-30 19:00,11.0,8.61,10.70,476.8,29.4
2019-10-30 20:00,11.0,8.61,10.62,476.5,57.9
2019-10-30 21:00,10.8,8.60,10.76,476.4,49.4
2019-10-30 22:00,10.8,8.60,10.79,477.0,54.3
2019-10-30 23:00,10.7,8.59,10.77,478.2,52.3
2019-10-31 00:00,10.7,8.58,10.63,479.5,78.3
2019-10-31 01:00,10.6,8.56,10.61,481.6,108.6
2019-10-31 02:00,10.6,8.54,10.52,483.3,100.9
2019-10-31 03:00,10.6,8.53,10.52,484.5,103.6
2019-10-31 04:00,10.6,8.52,10.47,484.1,112.4
2019-10-31 05:00,10.6,8.52,10.52,482.6,129.1
2019-10-31 06:00,10.5,8.52,10.53,480.3,123.0
2019-10-31 07:00,10.6,8.53,10.58,479.1,134.3
2019-10-31 08:00,10.6,8.55,10.57,478.1,101.3
2019-10-31 09:00,10.6,8.55,10.64,477.3,90.5
2019-10-31 10:00,10.6,8.56,10.61,475.7,102.0
2019-10-31 11:00,10.6,8.56,10.62,475.0,100.5
2019-10-31 12:00,10.7,8.56,10.58,474.8,88.4
2019-10-31 13:00,10.8,8.57,10.61,475.1,87.5
2019-10-31 14:00,10.8,8.59,10.62,475.2,65.4
2019-10-31 15:00,10.9,8.61,10.60,474.7,48.7
2019-10-31 16:00,11.0,8.61,10.52,475.4,57.7
2019-10-31 17:00,10.9,8.61,10.60,476.0,45.2
2019-10-31 18:00,10.9,8.61,10.61,476.7,39.6
2019-10-31 19:00,10.9,8.61,10.63,477.1,39.1
2019-10-31 20:00,10.8,8.60,10.63,477.4,57.5
2019-10-31 21:00,10.8,8.58,10.63,478.0,66.4
2019-10-31 22:00,10.7,8.57,10.62,479.7,71.8
2019-10-31 23:00,10.7,8.55,10.56,480.6,123.2
2019-11-01 00:00,10.7,8.54,10.48,481.8,155.4
2019-11-01 01:00,10.6,8.52,10.50,483.3,153.1
2019-11-01 02:00,10.6,8.52,10.50,484.1,162.5
2019-11-01 03:00,10.6,8.52,10.51,483.3,150.1
2019-11-01 04:00,10.6,8.52,10.49,481.3,197.1
2019-11-01 05:00,10.5,8.52,10.65,480.0,154.2
2019-11-01 06:00,10.5,8.53,10.67,478.4,142.2
2019-11-01 07:00,10.5,8.54,10.68,476.9,145.7
2019-11-01 08:00,10.5,8.54,10.59,475.8,137.8
2019-11-01 09:00,10.5,8.53,10.68,475.4,163.5
2019-11-01 10:00,10.5,8.53,10.67,474.9,148.4
2019-11-01 11:00,10.6,8.54,10.61,474.8,181.6
2019-11-01 12:00,10.7,8.54,10.59,475.3,182.6
2019-11-01 13:00,10.8,8.55,10.58,476.2,152.7
2019-11-01 14:00,10.8,8.56,10.54,475.6,160.3
2019-11-01 15:00,10.9,8.56,10.52,475.2,120.8
2019-11-01 16:00,10.9,8.55,10.40,483.5,120.0
2019-11-01 17:00,10.9,8.57,10.29,476.6,97.4
2019-11-01 18:00,10.9,8.56,9.78,476.2,92.0
2019-11-01 19:00,10.8,8.56,9.69,475.6,83.0
2019-11-01 20:00,10.8,8.56,9.91,476.1,80.0
2019-11-01 21:00,10.8,8.57,10.48,476.8,100.9
2019-11-01 22:00,10.7,8.57,10.52,480.8,60.8
2019-11-01 23:00,10.7,8.57,10.31,478.4,62.0
2019-11-02 00:00,10.7,8.56,10.04,478.1,65.8
2019-11-02 01:00,10.6,8.55,10.10,478.8,73.5
2019-11-02 02:00,10.5,8.54,10.02,479.5,88.1
2019-11-02 03:00,10.4,8.54,10.02,480.6,94.1
2019-11-02 04:00,10.4,8.53,9.82,481.2,94.6
2019-11-02 05:00,10.3,8.54,9.87,481.1,77.2
2019-11-02 06:00,10.3,8.55,9.92,480.1,67.5
2019-11-02 07:00,10.3,8.57,10.25,480.1,69.1
2019-11-02 08:00,10.3,8.56,10.46,479.9,67.7
2019-11-02 09:00,10.3,8.56,10.71,480.3,84.0
2019-11-02 10:00,10.4,8.55,10.62,479.2,95.2
2019-11-02 11:00,10.4,8.54,10.62,478.8,116.1
2019-11-02 12:00,10.6,8.55,10.46,478.9,108.0
2019-11-02 13:00,10.7,8.56,10.35,477.6,97.7
2019-11-02 14:00,10.8,8.56,10.31,477.6,88.1
2019-11-02 15:00,10.8,8.57,10.30,479.3,88.6
2019-11-02 16:00,10.9,8.59,10.05,478.4,59.8
2019-11-02 17:00,10.9,8.58,9.84,477.5,67.2
2019-11-02 18:00,10.8,8.58,9.81,478.1,57.7
2019-11-02 19:00,10.8,8.58,9.82,477.8,51.6
2019-11-02 20:00,10.8,8.58,9.82,479.0,50.1
2019-11-02 21:00,10.8,8.58,9.84,479.4,43.8
2019-11-02 22:00,10.7,8.58,9.81,480.2,62.3
2019-11-02 23:00,10.6,8.56,9.78,481.3,68.5
2019-11-03 00:00,10.6,8.54,9.68,480.3,102.1
2019-11-03 01:00,10.5,8.52,9.97,481.5,140.0
2019-11-03 02:00,10.4,8.49,10.17,483.1,180.9
2019-11-03 03:00,10.3,8.50,10.15,483.9,162.3
2019-11-03 04:00,10.3,8.52,10.21,482.6,151.1
2019-11-03 05:00,10.3,8.54,10.48,481.4,122.3
2019-11-03 06:00,10.2,8.56,10.68,480.3,95.6
2019-11-03 07:00,10.2,8.58,10.72,480.0,76.8
2019-11-03 08:00,10.2,8.58,10.66,479.8,86.3
2019-11-03 09:00,10.2,8.57,10.68,479.0,91.9
2019-11-03 10:00,10.3,8.57,10.68,479.1,100.7
2019-11-03 11:00,10.4,8.55,10.54,483.5,119.6
2019-11-03 12:00,10.5,8.56,10.41,478.3,126.0
2019-11-03 13:00,10.6,8.54,9.94,479.7,114.4
2019-11-03 14:00,10.7,8.56,9.86,477.3,114.9
2019-11-03 15:00,10.7,8.57,10.20,480.0,108.4
2019-11-03 16:00,10.8,8.58,10.09,481.2,120.5
2019-11-03 17:00,10.8,8.58,9.81,477.2,91.5
2019-11-03 18:00,10.8,8.59,10.10,477.9,74.6
2019-11-03 19:00,10.7,8.60,10.46,478.6,62.6
2019-11-03 20:00,10.7,8.60,10.32,478.4,65.1
2019-11-03 21:00,10.7,8.58,10.46,480.5,76.4
2019-11-03 22:00,10.6,8.56,10.42,480.7,103.9
2019-11-03 23:00,10.6,8.54,10.33,480.8,168.3
2019-11-04 00:00,10.5,8.51,10.16,482.3,195.1
2019-11-04 01:00,10.4,8.50,10.31,483.7,198.6
2019-11-04 02:00,10.4,8.50,10.37,484.3,212.6
2019-11-04 03:00,10.3,8.50,10.33,488.5,196.8
2019-11-04 04:00,10.3,8.52,10.16,484.1,171.3
2019-11-04 05:00,10.2,8.51,9.67,483.3,151.3
2019-11-04 06:00,10.2,8.52,9.63,482.7,151.0
2019-11-04 07:00,10.1,8.53,10.33,482.8,132.6
2019-11-04 08:00,10.1,8.53,10.43,482.2,133.8
2019-11-04 09:00,10.1,8.54,10.48,483.4,122.2
2019-11-04 10:00,10.2,8.54,10.50,482.4,117.1
2019-11-04 11:00,10.3,8.54,10.06,482.5,118.7
2019-11-04 12:00,10.4,8.54,9.77,480.9,97.6
2019-11-04 13:00,10.5,8.54,9.72,480.5,115.4
2019-11-04 14:00,10.6,8.55,9.70,479.9,119.5
2019-11-04 15:00,10.6,8.56,9.77,477.9,89.4
2019-11-04 16:00,10.6,8.57,9.79,477.9,79.2
2019-11-04 17:00,10.6,8.56,9.78,478.3,63.1
2019-11-04 18:00,10.6,8.57,9.80,478.6,78.0
2019-11-04 19:00,10.6,8.56,9.76,481.5,86.9
2019-11-04 20:00,10.6,8.55,10.24,481.3,106.3
2019-11-04 21:00,10.5,8.53,9.83,481.8,113.5
2019-11-04 22:00,10.5,8.52,10.09,483.0,145.9
2019-11-04 23:00,10.5,8.52,10.23,483.8,163.3
2019-11-05 00:00,10.4,8.51,9.99,484.5,143.1
2019-11-05 01:00,10.4,8.52,10.05,484.1,159.1
2019-11-05 02:00,10.4,8.52,9.92,483.9,143.6
2019-11-05 03:00,10.4,8.52,9.82,483.0,131.8
2019-11-05 04:00,10.4,8.52,9.73,481.6,124.5
2019-11-05 05:00,10.4,8.51,9.60,481.3,143.3
2019-11-05 06:00,10.4,8.51,9.57,480.6,136.7
2019-11-05 07:00,10.4,8.51,9.55,479.8,160.7
2019-11-05 08:00,10.4,8.51,9.57,479.3,141.5
2019-11-05 09:00,10.3,8.52,9.58,478.8,149.5
2019-11-05 10:00,10.3,8.52,9.60,479.4,112.3
2019-11-05 11:00,10.4,8.52,9.63,480.3,111.2
2019-11-05 12:00,10.4,8.54,9.70,478.8,108.6
2019-11-05 13:00,11.5,8.53,9.67,478.1,112.7
2019-11-05 14:00,11.6,8.53,9.67,478.6,95.1
2019-11-05 15:00,11.6,8.54,9.68,478.2,101.7
2019-11-05 16:00,11.6,8.55,9.72,477.7,113.9
2019-11-05 17:00,11.6,8.55,9.76,478.1,76.5
2019-11-05 18:00,11.6,8.56,9.79,478.3,64.7
2019-11-05 19:00,11.6,8.56,9.80,478.8,59.1
2019-11-05 20:00,11.6,8.56,9.80,478.7,54.5
2019-11-05 21:00,11.6,8.55,9.79,479.5,64.5
2019-11-05 22:00,11.5,8.54,9.76,481.8,75.1
2019-11-05 23:00,11.5,8.55,9.75,482.4,76.2
2019-11-06 00:00,11.5,8.54,9.71,482.2,83.3
2019-11-06 01:00,11.4,8.53,9.67,484.9,102.5
2019-11-06 02:00,11.3,8.51,9.64,486.7,111.8
2019-11-06 03:00,11.3,8.51,9.61,488.8,106.5
2019-11-06 04:00,11.2,8.51,9.62,489.0,108.5
2019-11-06 05:00,11.2,8.52,9.64,489.3,139.4
2019-11-06 06:00,11.2,8.52,9.66,489.2,120.0
2019-11-06 07:00,11.2,8.53,9.64,489.9,120.2
2019-11-06 08:00,11.2,8.52,9.60,490.6,130.3
2019-11-06 09:00,11.2,8.50,9.55,491.4,158.7
2019-11-06 10:00,11.2,8.48,9.50,490.3,212.5
2019-11-06 11:00,11.3,8.47,9.41,489.0,199.1
2019-11-06 12:00,11.4,8.46,9.38,485.9,229.6
2019-11-06 13:00,11.4,8.48,9.42,482.9,194.8
2019-11-06 14:00,11.5,8.50,9.51,479.9,148.7
2019-11-06 15:00,11.6,8.51,9.57,478.5,139.2
2019-11-06 16:00,11.6,8.53,9.60,478.1,121.5
2019-11-06 17:00,11.6,8.54,9.64,478.6,102.5
2019-11-06 18:00,11.6,8.54,9.66,479.4,94.7
2019-11-06 19:00,11.5,8.55,9.66,480.6,89.7
2019-11-06 20:00,11.6,8.54,9.64,480.5,83.4
2019-11-06 21:00,11.5,8.54,9.65,481.4,86.7
2019-11-06 22:00,11.4,8.53,9.65,481.8,116.8
2019-11-06 23:00,11.4,8.52,9.64,483.1,117.6
2019-11-07 00:00,11.4,8.51,9.62,484.2,151.1
2019-11-07 01:00,11.3,8.51,9.74,486.2,164.2
2019-11-07 02:00,11.2,8.51,9.83,486.7,160.5
2019-11-07 03:00,11.2,8.52,9.87,487.6,139.7
2019-11-07 04:00,11.2,8.52,9.84,486.8,132.3
2019-11-07 05:00,11.2,8.52,9.84,486.9,119.7
2019-11-07 06:00,11.1,8.53,9.83,486.6,115.5
2019-11-07 07:00,11.1,8.52,9.84,486.6,119.7
2019-11-07 08:00,11.2,8.52,9.80,486.1,157.4
2019-11-07 09:00,11.2,8.52,9.81,485.4,149.0
2019-11-07 10:00,11.2,8.52,9.82,484.1,147.5
2019-11-07 11:00,11.3,8.53,9.82,484.3,147.1
2019-11-07 12:00,11.4,8.53,9.80,483.0,135.9
2019-11-07 13:00,11.5,8.52,9.66,483.1,129.0
2019-11-07 14:00,11.5,8.52,9.57,484.5,142.0
2019-11-07 15:00,11.6,8.52,9.58,482.3,142.4
2019-11-07 16:00,11.6,8.52,9.58,482.6,129.4
2019-11-07 17:00,11.6,8.52,9.55,481.6,121.8
2019-11-07 18:00,11.6,8.52,9.58,481.2,132.6
2019-11-07 19:00,11.5,8.52,9.59,482.3,133.5
2019-11-07 20:00,11.5,8.52,9.58,481.9,121.3
2019-11-07 21:00,11.5,8.52,9.56,482.7,153.0
2019-11-07 22:00,11.4,8.51,9.54,483.0,179.4
2019-11-07 23:00,11.4,8.50,9.53,484.0,165.2
2019-11-08 00:00,11.4,8.49,9.52,484.7,227.0
2019-11-08 01:00,11.3,8.48,9.50,486.2,227.2
2019-11-08 02:00,11.2,8.47,9.47,487.5,225.6
2019-11-08 03:00,11.1,8.47,9.45,486.9,242.5
2019-11-08 04:00,11.1,8.49,9.48,485.9,221.9
2019-11-08 05:00,11.0,8.50,9.52,485.3,199.7
2019-11-08 06:00,11.0,8.50,9.56,485.4,152.3
2019-11-08 07:00,11.0,8.51,9.57,485.7,180.7
2019-11-08 08:00,11.0,8.50,9.55,485.8,202.2
2019-11-08 09:00,11.0,8.51,9.59,486.4,144.4
2019-11-08 10:00,11.1,8.53,10.01,485.0,161.3
2019-11-08 11:00,11.2,8.54,10.12,485.8,151.0
2019-11-08 12:00,11.3,8.53,10.04,486.2,121.8
2019-11-08 13:00,11.3,8.52,9.85,487.2,110.1
2019-11-08 14:00,11.4,8.53,9.64,486.4,119.4
2019-11-08 15:00,11.5,8.52,9.57,485.6,126.0
2019-11-08 16:00,11.5,8.53,9.57,485.6,136.6
2019-11-08 17:00,11.4,8.53,9.57,485.1,128.4
2019-11-08 18:00,11.4,8.53,9.60,485.4,140.2
2019-11-08 19:00,11.4,8.54,9.62,485.1,124.7
2019-11-08 20:00,11.5,8.53,9.62,484.5,121.2
2019-11-08 21:00,11.5,8.53,9.59,486.0,128.4
2019-11-08 22:00,11.5,8.52,9.62,487.5,158.7
2019-11-08 23:00,11.4,8.52,9.76,489.6,154.4
2019-11-09 00:00,11.4,8.50,9.56,491.6,172.6
2019-11-09 01:00,11.2,8.47,9.43,492.8,239.4
2019-11-09 02:00,11.1,8.47,9.38,491.5,256.0
2019-11-09 03:00,11.1,8.48,9.37,489.6,209.5
2019-11-09 04:00,11.1,8.48,9.40,487.0,197.1
2019-11-09 05:00,11.1,8.49,9.40,486.0,207.6
2019-11-09 06:00,11.1,8.50,9.41,485.0,188.7
2019-11-09 07:00,11.1,8.50,9.43,484.8,206.9
2019-11-09 08:00,11.1,8.50,9.46,484.6,136.6
2019-11-09 09:00,11.2,8.52,9.53,485.2,136.4
2019-11-09 10:00,11.2,8.52,9.57,484.9,97.4
2019-11-09 11:00,11.3,8.54,9.60,484.4,92.3
2019-11-09 12:00,11.4,8.53,9.60,483.4,90.2
2019-11-09 13:00,11.4,8.53,9.56,483.1,105.5
2019-11-09 14:00,11.3,8.52,9.54,483.9,111.0
2019-11-09 15:00,11.3,8.53,9.55,484.5,99.9
2019-11-09 16:00,11.3,8.52,9.57,485.3,93.9
2019-11-09 17:00,11.3,8.53,9.53,485.4,120.0
2019-11-09 18:00,11.3,8.54,9.51,485.9,109.3
2019-11-09 19:00,11.2,8.53,9.59,487.0,93.1
2019-11-09 20:00,11.2,8.53,9.57,487.5,104.6
2019-11-09 21:00,11.2,8.52,9.52,488.8,122.7
2019-11-09 22:00,11.2,8.52,9.45,489.8,130.8
2019-11-09 23:00,11.2,8.52,9.41,491.2,237.9
2019-11-10 00:00,11.1,8.51,9.37,493.1,173.7
2019-11-10 01:00,11.0,8.50,9.31,494.2,225.1
2019-11-10 02:00,10.9,8.50,9.31,494.4,302.3
2019-11-10 03:00,10.8,8.50,9.31,493.5,180.2
2019-11-10 04:00,10.8,8.50,9.33,490.2,203.7
